leagueId,queueType,tier,rank,summonerId,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
4bc45013-60d6-4439-9521-97f35eaacda1,RANKED_SOLO_5x5,DIAMOND,I,F4i5L2-o9RIlvc9Vf0OVrnM0WV-QuvM6NZJh6xvJ8mTSSGY,AMKHAUTB5opxok_eIyfk1eznsSHaX8UJdf9tVi7T-m-y5qVHYsA3sx4EAV0AFxMM5Y4xbZyfF02CDg,75,18,10,False,False,False,False
a24bf00c-d8a2-4b91-b287-450db87a29e8,RANKED_SOLO_5x5,DIAMOND,I,rXn2f8vDPnJOn6qqqHmGj4JEjS36xKfXpGI_YYjug9SxYA0,RSiqoMSyGwRmmta-sJcBUPpDmoWFCaTbRyfmEVvpZti1EDH30XSIqk7DCWpjSZw_biApSRKXTqE6fg,32,93,109,False,False,False,False
add19199-1939-4093-b5e5-f4fe1b404a53,RANKED_SOLO_5x5,DIAMOND,I,9rxhR1nO4CENZa9OVVdbA9ztxzY_U4fmrARgnA5lCNxqbD4,MvGfNwOiDQrtb1iEUPrUyOQCelKQJY1Gu2LTvsfe47fEylR3OouLLlIvN9o0bj24JAkFfwjeEJ-7jg,37,330,304,False,False,True,False
7777ca6f-1a66-44bd-9fb7-8948aa099139,RANKED_SOLO_5x5,DIAMOND,I,L52WWreryVb1sdugWw4C_-IG0_5QD3pEepZthXCvfrMcgcc,sLkpYQnqoxP1C8sOjhkwgtNvi_tvTIcOXj2sUufGEQ5DkK5a2h1Vgqz-MwVIQI7CF6rQBpaOQqzqDw,75,37,40,False,False,False,False
6a60783f-5b88-475b-bffb-60abe74c6975,RANKED_SOLO_5x5,DIAMOND,I,oX3SYdPsTQYNJU6TU28pbYBmhkxMA9WfI8cJAkUw-7d5FCs,pVBc8Tpt8jyiISJuxipmfvuCG88aSb6hgU3hIK9NMqYKd6alycCV3eoW9CiuQR6Uq8KmpoHsj6D9kQ,75,66,71,False,False,False,False
7c812651-f2b7-466a-bd3f-b9a59da4dcd0,RANKED_SOLO_5x5,DIAMOND,I,pZbgZVjBcSeUvJbTYyYFeoiL5deMZ07SD6MwD1JxT9CTlKQ,2ZJ7Hrqm2UlxNh6umVG98S0pOvlMTWpczjlq2XFihyWa-fYhQ1sPnQpEnjiQVY9x5XBILh5-Kyb_0Q,44,73,99,False,False,False,False
4d3567d9-d00b-44cc-81a6-49cae640dcc0,RANKED_SOLO_5x5,DIAMOND,I,0MfbdoJLdWr7RNznTXirRQD7DG6obfkX_6wRYA_kEi83k_M,ij301fFx-M1G5L7SV48-MET7nKIqxMKNA1BhgSfv-GwZDu5Raga0-qVp1jX_dgdQww6UWQLbcNQXYw,1,29,20,False,False,False,False
53ffdc9c-323b-4461-830e-5c857c4c681b,RANKED_SOLO_5x5,DIAMOND,I,LiqVGFNLhJ_i6IlJ1LUmO1iDsq6-CGcndF44Ts_TmSt5Lb0,cN0fCqRYKRImbJ1jPJElqnbDh26Ht1fBwQ6wjsa-o9ZOI29bfYCmlg_42JX1chNctwF1cjfTUw4GBw,75,25,17,False,False,False,False
bbfa4e56-545d-4c1e-8d2a-cba8348b0a2a,RANKED_SOLO_5x5,DIAMOND,I,GKGBcRZKjlpBYsv_8ZoJ4qaSnHA0Heqh09qfadsMrgEfF5U,7FlP5gUjUlR6Rm2Mr2Hrp9hid1ddUwqqIlRBBiCAkY2LRm1zADVkWRkPyNnIGwB4PmvI-bTyvyGiVg,75,31,29,False,False,False,False
c85f54c2-5855-4725-9396-792f85b5bb61,RANKED_SOLO_5x5,DIAMOND,I,H97ZfZrGOcH2rK02gJsvLnIfrZFPcFLgtX31IphcqHrBOKQ,e_RqbYdhXQ3X-HocqzBI1Q4NEKawaNg2Vf_RuwyfqilNhuhHhypcTTKwlGKFyTC536pnSZhT5pYulA,26,67,73,False,False,False,False
94791f41-9de3-4e04-83f1-27fa034b775e,RANKED_SOLO_5x5,DIAMOND,I,rDXMphZ_PWhZQgtwQCDh1JI936Fol6woTYcogwz4J9Txbis,EJcF157cbt9XEP-Bk1S1k2bYH-jnXYiz5WgeNod-eIXOxUXXZs2ocGgU7OxpoOn5dFQyuYY62WCLrQ,14,127,150,False,False,False,False
06438c30-6ad2-448a-81c3-45eca24955aa,RANKED_SOLO_5x5,DIAMOND,I,JpSpgycFjwjSAFZezgNhYwMuOry_KJbXUXtmGC5gQnjv4is,6LLlHABiYqOZq5Ss2644AuBT10k6ZlfXXBE8ppT0hK1Qdews1FE7l-IT-EbRdd2g3xyy1rQkpfnE7w,75,48,42,False,False,False,False
3b2dadc3-74d0-4197-b699-1f4cc13f1d72,RANKED_SOLO_5x5,DIAMOND,I,LLcfL2oig_UIBfJwwMG8-s9c6X0P8y6Y8W0UwrBy2tJcyF4,6lW3WyxU8vk01YQTubn7mbRfdt_2ZzbV3fBRI0_XGJeGdh67ADpInCSHX-39rEXFd1C169BaoMenlw,67,42,52,False,False,False,False
3b2dadc3-74d0-4197-b699-1f4cc13f1d72,RANKED_SOLO_5x5,DIAMOND,I,dEr9qBdnj7SgqaqttfTKkv8jEx6y8j4JVnU1rH30IEBATDQ,_lbhgffqUbzOnHPNDhDdMEtHVdsqPHD-zBUBGr1GzsPrwXpf6RHkoBUdkv6quw_U49sDPZCf3LQp3g,75,50,48,False,False,False,False
3b2dadc3-74d0-4197-b699-1f4cc13f1d72,RANKED_SOLO_5x5,DIAMOND,I,EqketuRbS189a6W44OP9fdKneF0n0je0LAbspQhzyMD9f-A,_MpITqzFxcznqsf9MD21ZvN7BkNwQ8a0_tVmcS2nIhvnP6ytrzOWvMPNuLiTkxnX6DxEchYj3JVJTA,75,85,91,False,False,False,False
eb038806-0657-41ab-abd6-654fa69ad56c,RANKED_SOLO_5x5,DIAMOND,I,lPcPqyPlt76ikMrcwvTFbmpgcdyqo3dRtdJxCd4MhT-swfU,Q5qsjEYwnNh7UDHRYEmzM1uAevSikUUCt-y6l0oMwVrM81GJC92MFdpATA7ICo_KKwg6DlpMIuUCtw,77,86,74,False,False,False,False
208b8bd6-f96e-4311-8084-e4b1925e9607,RANKED_SOLO_5x5,DIAMOND,I,NNZtXhA3M5wejSh1sZT_CkbSScDqQ8inQLPpbs6k5vG8AJ8,rMuw034ne-EZkc5yvZditxfibTBsywoRmOCJw9iWcBRJ9gO7DLu1x3uk28dDk7P6e2IGaeFJ6JSipg,33,42,39,False,False,False,False
1ff4521a-b008-4ea3-b319-bce873390395,RANKED_SOLO_5x5,DIAMOND,I,t-lPPBOuCOI-UYz2sJTHo3auvI2Uq2AmXlArX4QdvNpiGZo,FzjyyR4-nzF_saTcnGM2MlgpAoq9DjKD0JgNNuC38WIgILcw-z9_-oEmSXTNrEvj027rs385C5LoJA,75,31,16,False,False,False,False
01fbed36-eac8-488e-9e05-7c373163c21d,RANKED_SOLO_5x5,DIAMOND,I,wxfukfJYVuB-xjnRs2b8kComyzfbcj-l4ESFmr7QOOuAw9k,wn7oFnkBxYStMIZJ3Pf0NFYs50-RsDv_H_TZKOt_9Y9MwpaxO00dmNk71L8t0TL2NYYGuEZVS3U0Zw,75,70,56,False,False,False,False
0d3e2928-1e15-42ac-9a68-ca6826ae6b89,RANKED_SOLO_5x5,DIAMOND,I,JV-c8PvqehrCZv9_WWcrjaJmskTRt0dfurA8dGWsgxEYkJE,VM3_xc2kf0Q50UHubdUZjKpatvtgDp4HW1P4gWYQPPRfTq-knIl2CF0GtUxiREj8LjFRT0jO8m6AYg,75,48,55,False,False,True,False
f6358ddd-a238-438a-ab31-d2a7c7f61fd3,RANKED_SOLO_5x5,DIAMOND,I,ZSMbFv4c55PcAJ2j2H8xPoNPtY-u0TlRi6Si0yLGhBiGT0A,xdj1FZrmINPmCqJH1grw8C80v8aA0jperlPntNMzwsulmX5QYF6amwYyEg5CVlAdpGLfUYquTPuCFA,75,60,37,False,False,False,False
fc67d7c9-6507-456a-b45c-d3a98396b402,RANKED_SOLO_5x5,DIAMOND,I,eZ7Hqbr2pM9LI0vr9MMWb8ljyzz7Y_vzc3618U2ocDUcxZs,gMZN1J5GKhsTGk51dBSBNDwO3VYTgGEiSCzogSoOBFhstkbB23ZtZ0ejp7XnuHq1cMJ-OY9oQozJHg,75,66,71,False,False,False,False
1359cfa7-3882-4e77-91d1-7a5e6e3addd1,RANKED_SOLO_5x5,DIAMOND,I,i75A1-MHFi7R3cn9RR_OcZuQ5yl2YGhSWCELo-bNtx0Zskc,7ePswWnxi4mGxEizgBJWYvvgph64OsnTwQeEDG2FznGs2cP0qE_u3vOHotgVvO3meGGAXFSniQgibg,75,77,79,False,False,False,False
4a11851a-b3bc-4250-a714-289e32c11c1f,RANKED_SOLO_5x5,DIAMOND,I,azTiR5XanL7Y7zJWiOYDeKtY1Kxo8IMeOGwd0eqfzJRZ2CM,4kujBSU8sN8KuZZQg3awONkvAmAYpDbBLk5Ew6uFFuHNRie9M2NnMvtdsnSxjSv8QKKyPZ7Rwvu3hg,70,160,153,False,False,False,False
38b7d356-245b-4c09-bd94-0a2e00eb98a1,RANKED_SOLO_5x5,DIAMOND,I,OC6tjNLuyIQ2hacunrr73F7ulh0hKfl4qJMDzkLz8Fs7F6Y,D1qV8apvvdzBXi0ZhlvMcrVYZE4pO4HWsLizDC_rkbqhOhcENAN1KlaKBtFFFqu9KGCPvAxv1Ouniw,38,36,27,False,False,False,False
6cfaf30c-1f06-486e-8719-bd771cc85682,RANKED_SOLO_5x5,DIAMOND,I,mysYob7QVvNY6fjb2eeHyrXg_JXgRt33s1qY4e3k_JCanhU,O9FdwlPk41MwsIvVqtO_DbJ9cryFs4datexvLNelfTnIQ0ORV2wQO1zk1dH-P9XPv16-v8IsYNqCZw,75,58,56,False,False,False,False
775edaff-1e6c-48ea-aba0-b8953d314764,RANKED_SOLO_5x5,DIAMOND,I,yxZr4iPy8mKFVowLQK41vRMZ2eAMdTQdFVv2D549M8SNGEI,hDJDjDL_PiDbU1hQaCOBck1vrzXka_dYdwnBt0G3sL0OWYkgzVAthbzCjPFKrlzE3z-zBEWVyx-O-g,75,32,29,False,False,False,False
51eef53c-db79-4fe6-85de-d98509dccedd,RANKED_SOLO_5x5,DIAMOND,I,yrTrsxSg_JKnv1b64avxv9_GCjFRMG0KSMFKVZ6N4FnvKak,GuREIGEX7iLR26ns610Bl6fFIiQ7m9exr8jo1TMhF23eTAzN30H7lQ7DrYXxgubBvsa0nt59Vy1rCg,37,143,141,False,False,True,False
42f0de7c-b5f5-4be5-ae6b-f5475458eaed,RANKED_SOLO_5x5,DIAMOND,I,7NH3OUhdDAkzWpNdPmz8N4C0y1W8SrFvBR3cUWPdXeo4reY,swa9zYYqoEQaYFrM_7onuJDdSYutKPZrHPQ6GvFwb4NGrJspJDUe3iGANP2qZkXF7riQjZPfltQg3w,75,61,48,False,False,False,False
05b7192c-c740-451e-bd57-9698161b812d,RANKED_SOLO_5x5,DIAMOND,I,CCfzrxhJLLE0r8Yqyt2eZ8QEj3kySbV_qUjSXdXoSf4KqbQ,r9E0gG3JtdmLTZYt8UEzSLr-O1MGKlEm54YLQcEN7yTaIgmHGzq3tLA-Yqk9_lBN0WeSJGLvKq7nJw,18,68,50,False,False,False,False
8cf59c6d-5489-4d7d-96fe-a0c5aaae378a,RANKED_SOLO_5x5,DIAMOND,I,mIuXC2CPBmRGdF3EW3k6iUSlQtTPvlQ7614VUn_Tsw1JXEs,IDx3g_nm8Rora_pt-rhKmrEFeK9ZBrHdkVi-vpQB_kQW_SadVTlibWlao2b9jftvxXv4JhhxDfwRMw,56,84,85,False,False,False,False
43556a89-fa59-453b-a385-da3f56f7822d,RANKED_SOLO_5x5,DIAMOND,I,ScAVjYoS576t8ywp4eVnIoaujdbXLlS5011_ybJ24NkuNqs,DGtspe6X2hTWRywcGEhDbXTADUpH3XwZDqBU6US1Bh1biF94RdgQZOnxaXyRRqyMJdRqKvle7sYCPA,75,75,58,False,False,False,False
fba57e59-4daf-4ef4-a227-7b2d7d43ef08,RANKED_SOLO_5x5,DIAMOND,I,8hHO8nwTUwGv2KvPLDtR08d9SPkvU7LmpHSqg3fZdJ3RALE,jUR1Xd-Zw11RBJ8LR_0epEUTrkEDp60euV6TkKlT2BSRPnWwhMEhhe03ZIB8pSYxfUrFlQ_1eZdNag,42,25,16,False,False,False,False
b1994bf3-45c0-4838-9924-2e4b19acfe5b,RANKED_SOLO_5x5,DIAMOND,I,gLilj7ztsyrjvLI-RpYeYi5IY46ne_3i5hYCjHTQHvqsGTg,V4McwUfH4wZVHVcQMnWMoJ269sR2IIzDbDVj8jjFB1344YTqC6ii752RAq9jtgIWsSIWWh747d5Uwg,51,140,152,False,False,False,False
3b2dadc3-74d0-4197-b699-1f4cc13f1d72,RANKED_SOLO_5x5,DIAMOND,I,ehvL-sLdKgsjFG_XuO480OJSS9woZuSmknIdeWyantq0_r8,ZzKYMa0y_9cORn-_Dx5f28owQr3rR1mgYB2ZJIH6EiqdrmaLRbcF1Joribe9Jd3WeL5aq1PReixa4w,75,24,20,False,False,False,False
38b7d356-245b-4c09-bd94-0a2e00eb98a1,RANKED_SOLO_5x5,DIAMOND,I,XCeNDErbp_au0uRycBDaAXOMyHQZv47JWHGdHYrVUmekq8I,JmeWE5k7Ekp4cmYvg02cqHe6OZwEFiK9eCyswO8TcUvUIDfpOTq_P3qrNaNtp7bZXLK_nu5bq3CXVQ,75,64,46,False,False,False,False
276240c2-93d7-4621-89c6-fb8dea69ec71,RANKED_SOLO_5x5,DIAMOND,I,8hKzdRKNml7J3NckbSZTmpIt8q0bsEH_XYYEneA8bhZzgUg,OusNf6PFxk6PNz9bIemnpKevz3XjVQMu_X_5oA6PhjwjQTVP8yf7E-lXguL7adT-xHqTxtWsTLZrzA,75,21,14,False,False,False,False
66d2c478-4586-47cb-a979-53caac96817a,RANKED_SOLO_5x5,DIAMOND,I,8yqpYpKBD7cOn6ZsFObiwRXaRF1SN1U8Jti2qH5lJotGyw,lp3FMyixS1k19g4g2A0A1wY-W1ZBjGKGeBJu4DWagZA1JuEbULr0UYj1_KPgUENiEtTIWvhs8Gn3JA,36,188,184,False,False,False,False
ac63fbaa-3c1d-40f7-8592-5c59faa6c749,RANKED_SOLO_5x5,DIAMOND,I,HLy5s1zDvoSoefMBuf0BttLMxw3PD1MIkk2-1HNI3UdR_lo,w-zgmka1wDsLmXRiXWikVhOYiii4iCudf74cQeq1azLfZpOxWaNtbIbd0ERLw1GopfPgiv5pxonjWg,22,77,73,False,False,False,False
9a8a3dff-d729-4212-af30-d9ddcb13becb,RANKED_SOLO_5x5,DIAMOND,I,e6wXgIwtUoqhCDKK8Br0v42Zn1rBbmI8pMtmIHvpixFCmF0,CSnOQUsOW5EdurrPqSFZXrl2m2iYQErj7OwHdHSMjEHYbEJ3ei6l7VmykESaF1DMSVb5D5rgOGvWTQ,5,54,40,False,False,False,False
43556a89-fa59-453b-a385-da3f56f7822d,RANKED_SOLO_5x5,DIAMOND,I,2HHkPkJXxCvpLeERzYdpKBdvqu2wp5NtWwvCY76BCXBGtHY,rp5dCQUcv0d3r4mmr7m9BbvsKhKXp3I5sNtFSpO3jKD6kvkdzTRCKeN_3n4jIZ4qjMei-a45ShPJOg,75,19,11,False,False,False,False
3d9d57b4-6a8d-4426-8fe6-fefa411050e1,RANKED_SOLO_5x5,DIAMOND,I,4iIHp5lptPE9T0vaimEB6xZT3_VNFDjg-gjQhB3V3sboMQ,62K7_2FSN0DCNh0SBT282bPsJ2mHZp4a4TNIXZOEec7uSSX_yEbqX5hS2GvhKCfZ67RPfj28xu_7Mw,75,178,182,False,False,False,False
6237591b-a55d-47ea-9bf0-3013e2e2db2b,RANKED_SOLO_5x5,DIAMOND,I,8O-BiFAf3rFhjSkrMHTqwDUu8O7ArAvd5YVxU_n9rUb0R-4,SkJdH12pzdiX7U8O9GkcznispXBJhfiqh2_xI1Q1sC9pQAbh-D9MbS-47ubJVRUFZVE26CQN3xFiKg,26,26,22,False,False,False,False
d41a53c4-36be-4bdf-96f9-ed56ba61def0,RANKED_SOLO_5x5,DIAMOND,I,BcDKWLd7p46OxSfb42Z-HG_NGTtvfXr-fAR5DXqn7nlE8Q,4IgKVp_zeJdBA4wFd9veN_mBAhPVKqigWb-pdS1nNJGo00o70KjLQcLDKbTI4IMOfpCDlreesmXHdA,2,96,86,False,False,False,True
7ac62ee1-2616-4371-95e4-5edab16389fa,RANKED_SOLO_5x5,DIAMOND,I,1ryJ6IgFecxPV8S983jWeHQKQwJZSI_SCb2INLh4uaXSQQ,uzbk6cjls6HfE9QfsX-d3upQqmna3W3l4ucui3XwWnQaDFKeuYjquOvP7PdzPPI4rfPa8ioKZjdQzA,75,150,157,False,False,False,False
20550cbe-4fc4-4dae-a99d-1bdaa2ba9606,RANKED_SOLO_5x5,DIAMOND,I,046Z2mjPdsbFdhOVSrWFiwchO4_j9UMOayF7Wz9P_V5neQ,umXAB3IxVEsojAxXF7Vek0m2O-h6eHzZ798sRyAvin-SLFkUG6sMNysNE3esZlOhD0uFk1MTpsipFw,38,97,99,False,False,False,False
6237591b-a55d-47ea-9bf0-3013e2e2db2b,RANKED_SOLO_5x5,DIAMOND,I,cauoI0n_vEr-6XDabKYGk4VKDOd0UZ8mma7Jk24tQRaD53A,yTXgxhu3fwa0kXj1JXnhnhhlGCWQxyRZNUyaOXwJF5ZepBZlyRjGoPxI7sXyR-7qkLB2ERYG0WHi3A,5,62,55,False,False,False,False
42e0658f-3294-4750-8aa6-f82c010f0dc0,RANKED_SOLO_5x5,DIAMOND,I,owbqGi0QrqbUSPqFhJmehxUzgo3jbesYFUxPK3lfZeDfIaY,LUAyHFz5XXDxdz8ie23p0J4n3_GBJpBQ4L_9yADFQdChy_pYoi7itMsfvCnvp_P74f6Z4BDjhfNgzg,75,57,50,False,False,False,False
8dd25e40-3ab0-49ca-a7cf-d602b5c9d6ee,RANKED_SOLO_5x5,DIAMOND,I,CUYLyxmXVIw3jbpMy1FQLU5-FUolqVf-9QROdbILFpKakA,iOOY8rr8XbG6nCd2pNIdZ9dyaw7hVY1XRB3Z9uuLqPOc5MHpBeV7JEYbc6Z7PEh73GSqk-Gw0_PgBg,28,42,56,False,False,False,False
4d3567d9-d00b-44cc-81a6-49cae640dcc0,RANKED_SOLO_5x5,DIAMOND,I,VW7kY5GWl-NoelahemJwOVU-wlCdY2sTIaQViI6kmr1Kq5M,cM9f7hg5BY6sGUAStyCiaSzDclY0Ck2LtY84bPEJS3XDIWWTDEwqgrI9CrEl0EKUuWHQ4s5_XhfBjw,75,152,155,False,False,False,False
d17cb2fb-0eec-4b33-843b-43fee08b587d,RANKED_SOLO_5x5,DIAMOND,I,f2sTb_AdzBvWdrb1xOMrPaxCScadXovhulcsi4c9nGiEpQ,SDL9AMkmflosQ21XiXFOuKbp90OeABEPMGcaxyjLDjrMSVo45jPfdZsv0OhX6ytfyZGsYznkCEIgIA,75,39,38,False,False,False,False
5fdd9167-a7f6-47d3-a749-cc8f3746916f,RANKED_SOLO_5x5,DIAMOND,I,XrmYjztwzos7rd-NVoEzyQau0o7bj4N65bLgEw7JiAxu6G4,_p_jZT84UL6FAnvssY5aKbk83JOb3O7wulKX9FadpSP6fh0A04Gxu2S_JuKOq-JryUNQsSmjuMqq1w,67,141,131,False,False,False,False
6b2d77e6-3764-44f5-8177-167a0435d56d,RANKED_SOLO_5x5,DIAMOND,I,Rx8aldgJ9fODm8-SIMduVnpRvquVqOe84Fn5ulHZcyyegAw,fH7V6QBCcjpHvWuXNxoHgsTr3nVWRTsFQWXTv9EXd2d1EY3-NXa0_8TL6FfGUoQwZJ2AckHNbjcEIA,41,129,141,False,False,True,False
570273db-bc5c-4574-a4e7-153281d8c4aa,RANKED_SOLO_5x5,DIAMOND,I,CbDT9USb-6vnPut8J8t0U_AoEU6xGlEOuXnoIi_y7i-Jbr8,xhzO24XmGwFfdls7KR4skb4Zau1g8fES6__9iZanAWQUt7ZDtbw4Nd9WZml-YdAoRQvuSv_uVz377Q,75,19,15,False,False,False,False
e9682813-4b18-40df-97c5-e86c1668d03c,RANKED_SOLO_5x5,DIAMOND,I,Xklioci6tmjOH_MiAOQB4qBsXSsV23dcaqR5wqaPRFvmfiY,h0Osa9MltITwFI2TkvXpgF2xSV09qRKHDBgF8mDR4N3VJChxBxGilS1Ka5zXCvNzJvyEaM3b5Q1-gg,67,71,81,False,False,False,True
9482efd2-ce47-4377-9e9a-98fbaf28bb4a,RANKED_SOLO_5x5,DIAMOND,I,4UO-ytoio-OZ4KzN7xiqjZ_358J5DWrF6Aag54FrwZhCl-M,_P17OI6AZZIpkDZse7adXgoXsW4aMB8rsDA8d6a75hPoQkvC0mGoqwr0L4S2NaDlms29_dX9dpYh9w,0,64,59,False,False,False,False
e9682813-4b18-40df-97c5-e86c1668d03c,RANKED_SOLO_5x5,DIAMOND,I,d0n-zdKk5jxhCVjs6yBcQU8Xw-hBQw72qNu9tQEed6Mc2w,AStN1iKZdliBcHSwC-O2q78YDFpNrN5LTXBBMDja2cORNHl-5C5JEkKJo5JhgazsorHY5Nbwyc0J_g,18,44,46,False,False,False,False
7777ca6f-1a66-44bd-9fb7-8948aa099139,RANKED_SOLO_5x5,DIAMOND,I,Vf_0ZDXdfRikg1vBi_w9iXif2UxQ5aouCEzKSFTFbZ8WcP0,FpXyH7VA9fIjoOqV52hqRuae2v2xdWkO2R2GD7Wm_zEXdC8kJPAV1s10WxnwZCqp1uRLJKqnPDkC7w,75,64,55,False,False,False,False
2191a96e-b12b-4b54-a2d0-12046d089952,RANKED_SOLO_5x5,DIAMOND,I,jiLjQECyhRS5t615n-4PND5W6ENpkznZC-AzSV2qaJTq4g,0v2vSfnMN_H_4wZel4TNpg-q6A4fSP6OIyNEYOhMsMEIJhP6kfK3-JvC2tF5bSuj5OgEGhRiFW5Yzg,75,59,46,False,False,False,False
38b7d356-245b-4c09-bd94-0a2e00eb98a1,RANKED_SOLO_5x5,DIAMOND,I,6lAni_NiFBOXL2uP8SgRTKy_huxN9llej0VAQ44HC_sHebM,qxzih1gjKDzkbqnlCtP4mwgiifgV0viFlzjs7pz_AMZ-NqEiAMMWhaTBNYz6AZNqFWl-Z7e55PI-eQ,75,77,76,False,False,False,False
4a11851a-b3bc-4250-a714-289e32c11c1f,RANKED_SOLO_5x5,DIAMOND,I,hRDjuKJj0b73bANA_Aavj46IyRTOEU_F7x4c9_bquSolyA,ug_Uc0bB04rwMyNNB8O6ovIV-rUS6RKYUAvBcPSD8cEiXGFuDAjNI1-K7AiIfS9AMoFNA5z9ULbFZg,75,51,65,False,False,False,False
17958eae-4a9a-4b70-84f2-f78b1c9e00a7,RANKED_SOLO_5x5,DIAMOND,I,OgQehtN5xYhAiM_2D4vctXjgC34tHkoTluL30z2Qh3cZ2LY,_EM8QCDCE3-elWVWr9PM130RY-h-1gEytzBqkioWWyNJR7BiMtSueVuWkVwDXxjlNpHCeaC2wScwNw,7,82,70,False,False,False,False
fba57e59-4daf-4ef4-a227-7b2d7d43ef08,RANKED_SOLO_5x5,DIAMOND,I,5Vf3Jp0Jh-kZkITfmBXoiElyYJ6CCdnJWeNnpNFKV4oh-w,DWTYehfXJB-_MtJq6U--cipbAue4KwI0hmHUwT24_m9r8oFT048M0SIzayMzRiY94yY-ajIHB44XSg,6,18,12,False,False,False,False
4a11851a-b3bc-4250-a714-289e32c11c1f,RANKED_SOLO_5x5,DIAMOND,I,gorDeJ46E4ijh0wTJeXO8PR_u7sEGuDjEX3bCND0fhv6nw,gOhOB0jUWlfCv9ODy3DL6Q31m6lChZnvIAf-zTwSv-5SGNEMBzPZ4DpDJvpRhAgPGGoN5jMYZC4vEA,75,25,17,False,False,False,False
28b346d0-7e1f-4cf1-a5a0-3945dc347fc9,RANKED_SOLO_5x5,DIAMOND,I,SamqKr79f80hP6x6yxux0OSpLjhk_Edpv9t6_Qr8Y9jHBw,CI1Pi2x_LMyDJxyjQxEjIKuy9bqUFEYZ1-ujAg-AFS513jHN_WMFIzI6P4QytMOC3KzH_ymsrcdZxA,75,42,32,False,False,False,True
38b7d356-245b-4c09-bd94-0a2e00eb98a1,RANKED_SOLO_5x5,DIAMOND,I,NMUbSFjY3xyvjqORTAc64uMECNNOEmjIGxlyiY67ZsSAnw,gnOPStylxHGnBBApIK8uIsM8uqGH4KmB0DPXj2ljrMDAIFmi8Gav6LiEZPkxJfijyRFFG8Shu6bkag,75,110,101,True,False,False,False
208b8bd6-f96e-4311-8084-e4b1925e9607,RANKED_SOLO_5x5,DIAMOND,I,0RgHAMkR-03FOZEgIcM9Jv11-zZeuOfTspCaEikLTUynHQ,4UF2xLTJHZlv7T5iejIexwL5O7VaHeqeofcD6vUx9mzrTNo-jr5DBcGwT3Ma_06ENfpNJ63qBrdycg,54,59,56,False,False,True,False
92d6df2c-ed36-46e5-b52a-e8dbece64f9b,RANKED_SOLO_5x5,DIAMOND,I,aIbXAIGqDkm6UoV-CZZjnioiXf7mzcPVLs5kHYFxBzNfvus,DAqAiVWaQcaazARhweknPL_PL-urQTrphoqyuZPVcuRtALx40nxhZGaVcpojJkVz7v-_tTEm4o_b4w,77,31,17,False,False,False,True
76fcaaa6-2721-4c0f-b7d0-ba742d8e9320,RANKED_SOLO_5x5,DIAMOND,I,e2SoA0wWSnK9IXZRdb3Yw8s901fUXM00HMRxKvUTV3DOWg,Kj2LSPVmS9RdPP8RmuWJHbhEdopMjDUjNS_oxSdRfW5dEvSQE5aWBEAkhqnRugQHbawkgB_SMLVvsA,19,24,27,False,False,False,False
42e0658f-3294-4750-8aa6-f82c010f0dc0,RANKED_SOLO_5x5,DIAMOND,I,y28DYhkWzSYQifXoYTbOzJwC1nPXTJF3jNIfxFlXj2c4B4Q,ZExXB5tuArZegfg82UFpx_ZwlynQI6aeUyJ1jbyi88oHpRnztnMQjE8VZvui7fgvlQEagBOn41aHjA,47,41,30,False,False,False,False
e9682813-4b18-40df-97c5-e86c1668d03c,RANKED_SOLO_5x5,DIAMOND,I,1qXRCbD6BwDRGKjZclP2DuBd-aSAFQX38oFEDFnk3X8mEw,evcZm6-S-l-UiXKP_qZOpVfcEeDbNKAdH0bdgQEBwpBVzLL5Z_F-ymOGlfYvVQNMuWfEhVzo64sLRQ,24,83,72,False,False,True,False
1359f466-e39a-4d35-b73e-b13934a00cd0,RANKED_SOLO_5x5,DIAMOND,I,QEs7AE92X-MeQ0uD_yWPE2-1ItKMoZ5-6sit6v-PoAowog,V_AwE759rle5bMyrg1X2ByBGCClaKklFpqruyVlhiiAsOMSL6lrbZ1yNmCDEu4l9WROnQOQcGTobFw,75,81,79,False,False,False,False
6a60783f-5b88-475b-bffb-60abe74c6975,RANKED_SOLO_5x5,DIAMOND,I,pxe-xaAgsxa75wk-z95u-v_ozMQaD0sF20BMuqMUrSksSQ,tURpBuYTcY8B8kJEbWbiM0f7HPB2Adu7IuwjZ1vtavMZDaXDqt-ceMusNGeoh1fp-uxQNv7LeN-EPQ,67,48,45,False,False,False,True
b94b9f23-17c6-45b4-b984-44e2b63b5037,RANKED_SOLO_5x5,DIAMOND,I,5ZWeQYKT6YLAS_uWEQ1nbuGii9qMHz-WFBoJteuM_bobDQ,vxOqMcFNR4--yZtP-6dqQgCvyLzezb__kRxSPyCtR1sa-7d_nza2_sIqjsrmUaod5SR00qffmB3L-Q,1,20,20,False,False,False,False
00f4ec55-199b-46ab-b5c4-f1bd2052bd4e,RANKED_SOLO_5x5,DIAMOND,I,Xk8d0T8N38WWcLL5oVKJcBAWZCERjPTls4Osnfwyun4-xSI,fBawS3RlRGVlQJ13lvLrkkVT4smp7dJmpveZg2KGW2ZgOiVL8L8Py2WFOYLNpJRW9hcS96WpOAmcsg,75,76,67,False,False,False,False
